database,source_id,pmid,pmcid,doi,title,abstract,authors,journal,year,record_url,nct_id,overall_status,databases_found,dedup_key
PubMed/MEDLINE,34994642,34994642,,10.1200/po.21.00182,Dynamic Changes of Circulating Tumor DNA Predict Clinical Outcome in Patients With Advanced Non-Small-Cell Lung Cancer Treated With Immune Checkpoint Inhibitors.,"Immune checkpoint inhibitors (ICIs) are increasingly being used in non-small-cell lung cancer (NSCLC), yet biomarkers predicting their benefit are lacking. We evaluated if on-treatment changes of circulating tumor DNA (ctDNA) from ICI start (t0) to after two cycles (t1) assessed with a commercial panel could identify patients with NSCLC who would benefit from ICI. The molecular ctDNA response was evaluated as a predictor of radiographic tumor response and long-term survival benefit of ICI. To maximize the yield of ctDNA detection, de novo mutation calling was performed. Furthermore, the impact of clonal hematopoiesis (CH)-related variants as a source of biologic noise was investigated. After correction for CH-related variants, which were detected in 75 patients (44.9%), ctDNA was detected in 152 of 167 (91.0%) patients. We observed only a fair agreement of the molecular and radiographic response, which was even more impaired by the inclusion of CH-related variants. After exclusion of those, a ≥ 50% molecular response improved progression-free survival (10 v 2 months; hazard ratio [HR], 0.55; 95% CI, 0.39 to 0.77; P = .0011) and overall survival (18.4 v 5.9 months; HR, 0.44; 95% CI, 0.31 to 0.62; P < .0001) compared with patients not achieving this end point. After adjusting for clinical variables, ctDNA response and STK11/KEAP1 mutations (HR, 2.08; 95% CI, 1.4 to 3.0; P < .001) remained independent predictors for overall survival, irrespective of programmed death ligand-1 expression. A landmark survival analysis at 2 months (n = 129) provided similar results. On-treatment changes of ctDNA in plasma reveal predictive information for long-term clinical benefit in ICI-treated patients with NSCLC. A broader NSCLC patient coverage through de novo mutation calling and the use of a variant call set excluding CH-related variants improved the classification of molecular responders, but had no significant impact on survival.",Weber S; van der Leest P; Donker HC; Schlange T; Timens W; Tamminga M; Hasenleithner SO; Graf R; Moser T; Spiegl B; Yaspo ML; Terstappen LWMM; Sidorenkov G; Hiltermann TJN; Speicher MR; Schuuring E; Heitzer E; Groen HJM,JCO precision oncology,2021,https://pubmed.ncbi.nlm.nih.gov/34994642/,,,"[""Europe PMC"", ""PubMed/MEDLINE""]",pmid:34994642
PubMed/MEDLINE,34449963,34449963,PMC8564646,10.1002/1878-0261.13090,Circulating tumor DNA as a biomarker for monitoring early treatment responses of patients with advanced lung adenocarcinoma receiving immune checkpoint inhibitors.,"Immunotherapy for metastasized non-small-cell lung cancer (NSCLC) can show long-lasting clinical responses. Selection of patients based on programmed death-ligand 1 (PD-L1) expression shows limited predictive value for durable clinical benefit (DCB). We investigated whether early treatment effects as measured by a change in circulating tumor DNA (ctDNA) level is a proxy of early tumor response to immunotherapy according to response evaluation criteria in solid tumors v1.1 criteria, progression-free survival (PFS), DCB, and overall survival (OS). To this aim, blood tubes were collected from advanced-stage lung adenocarcinoma patients (n = 100) receiving immune checkpoint inhibitors (ICI) at baseline (t0 ) and prior to first treatment evaluation (4-6 weeks; t1 ). Nontargetable (driver) mutations detected in the pretreatment tumor biopsy were used to quantify tumor-specific ctDNA levels using droplet digital PCR. We found that changes in ctDNA levels were strongly associated with tumor response. A > 30% decrease in ctDNA at t1 correlated with a longer PFS and OS. In total, 80% of patients with a DCB of ≥ 26 weeks displayed a > 30% decrease in ctDNA levels. For patients with a PD-L1 tumor proportion score of ≥ 1%, decreasing ctDNA levels were associated with a higher frequency a DCB (80%) and a prolonged median PFS (85 weeks) and OS (101 weeks) compared with patients with no decrease in ctDNA (34%; 11 and 39 weeks, respectively). This study shows that monitoring of ctDNA dynamics is an easy-to-use and promising tool for assessing PFS, DCB, and OS for ICI-treated NSCLC patients.",van der Leest P; Hiddinga B; Miedema A; Aguirre Azpurua ML; Rifaela N; Ter Elst A; Timens W; Groen HJM; van Kempen LC; Hiltermann TJN; Schuuring E,Molecular oncology,2021,https://pubmed.ncbi.nlm.nih.gov/34449963/,,,"[""Europe PMC"", ""PubMed/MEDLINE""]",pmid:34449963
PubMed/MEDLINE,34095713,34095713,PMC8169078,10.1200/po.20.00321,Serial Monitoring of Circulating Tumor DNA by Next-Generation Gene Sequencing as a Biomarker of Response and Survival in Patients With Advanced NSCLC Receiving Pembrolizumab-Based Therapy.,"Although the majority of patients with metastatic non-small-cell lung cancer (mNSCLC) lacking a detectable targetable mutation will receive pembrolizumab-based therapy in the frontline setting, predicting which patients will experience a durable clinical benefit (DCB) remains challenging. Patients with mNSCLC receiving pembrolizumab monotherapy or in combination with chemotherapy underwent a 74-gene next-generation sequencing panel on blood samples obtained at baseline and at 9 weeks. The change in circulating tumor DNA levels on-therapy (molecular response) was quantified using a ratio calculation with response defined by a > 50% decrease in mean variant allele fraction. Patient response was assessed using RECIST 1.1; DCB was defined as complete or partial response or stable disease that lasted > 6 months. Progression-free survival and overall survival were recorded. Among 67 patients, 51 (76.1%) had > 1 variant detected at a variant allele fraction > 0.3% and thus were eligible for calculation of molecular response from paired baseline and 9-week samples. Molecular response values were significantly lower in patients with an objective radiologic response (log mean 1.25% v 27.7%, P < .001). Patients achieving a DCB had significantly lower molecular response values compared to patients with no durable benefit (log mean 3.5% v 49.4%, P < .001). Molecular responders had significantly longer progression-free survival (hazard ratio, 0.25; 95% CI, 0.13 to 0.50) and overall survival (hazard ratio, 0.27; 95% CI, 0.12 to 0.64) compared with molecular nonresponders. Molecular response assessment using circulating tumor DNA may serve as a noninvasive, on-therapy predictor of response to pembrolizumab-based therapy in addition to standard of care imaging in mNSCLC. This strategy requires validation in independent prospective studies.",Thompson JC; Carpenter EL; Silva BA; Rosenstein J; Chien AL; Quinn K; Espenschied CR; Mak A; Kiedrowski LA; Lefterova M; Nagy RJ; Katz SI; Yee SS; Black TA; Singh AP; Ciunci CA; Bauml JM; Cohen RB; Langer CJ; Aggarwal C,JCO precision oncology,2021,https://pubmed.ncbi.nlm.nih.gov/34095713/,,,"[""Europe PMC"", ""PubMed/MEDLINE""]",pmid:34095713
PubMed/MEDLINE,33007267,33007267,PMC7572899,10.1016/j.cell.2020.09.001,Noninvasive Early Identification of Therapeutic Benefit from Immune Checkpoint Inhibition.,"Although treatment of non-small cell lung cancer (NSCLC) with immune checkpoint inhibitors (ICIs) can produce remarkably durable responses, most patients develop early disease progression. Furthermore, initial response assessment by conventional imaging is often unable to identify which patients will achieve durable clinical benefit (DCB). Here, we demonstrate that pre-treatment circulating tumor DNA (ctDNA) and peripheral CD8 T cell levels are independently associated with DCB. We further show that ctDNA dynamics after a single infusion can aid in identification of patients who will achieve DCB. Integrating these determinants, we developed and validated an entirely noninvasive multiparameter assay (DIREct-On, Durable Immunotherapy Response Estimation by immune profiling and ctDNA-On-treatment) that robustly predicts which patients will achieve DCB with higher accuracy than any individual feature. Taken together, these results demonstrate that integrated ctDNA and circulating immune cell profiling can provide accurate, noninvasive, and early forecasting of ultimate outcomes for NSCLC patients receiving ICIs.",Nabet BY; Esfahani MS; Moding EJ; Hamilton EG; Chabon JJ; Rizvi H; Steen CB; Chaudhuri AA; Liu CL; Hui AB; Almanza D; Stehr H; Gojenola L; Bonilla RF; Jin MC; Jeon YJ; Tseng D; Liu C; Merghoub T; Neal JW; Wakelee HA; Padda SK; Ramchandran KJ; Das M; Plodkowski AJ; Yoo C; Chen EL; Ko RB; Newman AM; Hellmann MD; Alizadeh AA; Diehn M,Cell,2020,https://pubmed.ncbi.nlm.nih.gov/33007267/,,,"[""Europe PMC"", ""PubMed/MEDLINE""]",pmid:33007267
PubMed/MEDLINE,32382482,32382482,PMC7201246,10.1002/advs.201903410,Tracking Neoantigens by Personalized Circulating Tumor DNA Sequencing during Checkpoint Blockade Immunotherapy in Non-Small Cell Lung Cancer.,"The evolutionary dynamics of tumor-associated neoantigens carry information about drug sensitivity and resistance to the immune checkpoint blockade (ICB). However, the spectrum of somatic mutations is highly heterogeneous among patients, making it difficult to track neoantigens by circulating tumor DNA (ctDNA) sequencing using ""one size fits all"" commercial gene panels. Thus, individually customized panels (ICPs) are needed to track neoantigen evolution comprehensively during ICB treatment. Dominant neoantigens are predicted from whole exome sequencing data for treatment-naïve tumor tissues. Panels targeting predicted neoantigens are used for personalized ctDNA sequencing. Analyzing ten patients with non-small cell lung cancer, ICPs are effective for tracking most predicted dominant neoantigens (80-100%) in serial peripheral blood samples, and to detect substantially more genes (18-30) than the capacity of current commercial gene panels. A more than 50% decrease in ctDNA concentration after eight weeks of ICB administration is associated with favorable progression-free survival. Furthermore, at the individual level, the magnitude of the early ctDNA response is correlated with the subsequent change in tumor burden. The application of ICP-based ctDNA sequencing is expected to improve the understanding of ICB-driven tumor evolution and to provide personalized management strategies that optimize the clinical benefits of immunotherapies.",Jia Q; Chiu L; Wu S; Bai J; Peng L; Zheng L; Zang R; Li X; Yuan B; Gao Y; Wu D; Li X; Wu L; Sun J; He J; Robinson BWS; Zhu B,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",2020,https://pubmed.ncbi.nlm.nih.gov/32382482/,,,"[""Europe PMC"", ""PubMed/MEDLINE""]",pmid:32382482
PubMed/MEDLINE,32091646,32091646,PMC7216449,10.1634/theoncologist.2019-0671,Managing Hyperprogressive Disease in the Era of Programmed Cell Death Protein 1/Programmed Death-Ligand 1 Blockade: A Case Discussion and Review of the Literature.,"A breakthrough in oncology over the last 5 years, immunotherapy has proved its salutary effects in a wide range of solid tumors. The targeting of the programmed cell death protein 1 (PD-1)/programmed death-ligand 1 (PD-L1) pathway can restore a competent antitumor T-cell response by addressing key tumor immune evasion mechanisms. This novel mechanism of action is associated with new patterns of responses that were not observed with conventional treatments such as chemotherapy or targeted therapies. Thus, hyperprogressive disease (HPD), an unexpected acceleration of cancer evolution after starting immunotherapy, has been reported by several groups with a PD-1/PD-L1 blockade. This tumor flare-up phenomenon is associated with a poorer outcome and is suspected to be an immune-related adverse event. Despite been highly debated, the issue of HPD is currently a real challenge for oncologists' practice in terms of patients' information, diagnosis, and management. Herein, we describe the case of a 57-year-old man diagnosed with metastatic urothelial carcinoma who developed a rapid tumor growth after an anti-PD-L1+ IO combination. This case illustrates how current practice should evolve to address the HPD reality in the anticheckpoint era. KEY POINTS: Hyperprogressive disease (HPD) is an unexpected acceleration of cancer growth after starting immunotherapy that is associated with a poor outcome. Definition of HPD is based on comparing kinetics of tumor growth before and after starting immunotherapy. No predictive biomarker has been homogenously identified in the reported studies. Suspected pathophysiology includes expansion of programmed cell death protein 1 (PD-1) + regulatory T cells, exhaustion of compensatory T cells, modulation of pro-tumorigenic immune cell subsets, activation of aberrant inflammation, or activation of oncogenic signaling. HPD is one of the most controversial immune-related adverse events, as the liability of immunotherapy in this tumor deleterious flare-up phenomenon has not been proved yet. The reported incidence of HPD in retrospective studies varies across different solid tumor types from 6% to 29%. This phenomenon has been mainly suspected in non-small cell lung cancer (NSCLC), head and neck squamous cell carcinoma (HNSCC), and in urothelial carcinomas, where several randomized phase III trials have shown early crossing over of survival curves. In the context of anti-PD-1/programmed death-ligand 1 therapy, in particular for NSCLC, HNSCC, or urothelial carcinoma, the authors recommend performing an early computed tomography (CT) assessment at week 3-4. In the case of an early progression, tumor molecular characterization by tumor biopsy or circulating tumor DNA could be urged. Immunotherapy discontinuation should be discussed. Performing a confirmatory CT scan 4 weeks later to exclude pseudoprogression should not be the rule. Early switch to cytotoxic therapy may counteract the deleterious flare-up. Patients should be informed of the risk of developing HPD. Health authorities and trial sponsors could monitor and report the rates of tumor flares in trials in order to help oncologists to properly inform their patients about the expected rates of HPD.",Grecea M; Marabelle A; Ammari S; Massard C; Champiat S,The oncologist,2020,https://pubmed.ncbi.nlm.nih.gov/32091646/,,,"[""Europe PMC"", ""PubMed/MEDLINE""]",pmid:32091646
PubMed/MEDLINE,34505064,34505064,PMC8425388,10.1038/s43018-019-0011-0,Circulating Tumor DNA Dynamics Predict Benefit from Consolidation Immunotherapy in Locally Advanced Non-Small Cell Lung Cancer.,"Circulating tumor DNA (ctDNA) molecular residual disease (MRD) following curative-intent treatment strongly predicts recurrence in multiple tumor types, but whether further treatment can improve outcomes in patients with MRD remains unclear. We applied CAPP-Seq ctDNA analysis to 218 samples from 65 patients receiving chemoradiation therapy (CRT) for locally advanced NSCLC, including 28 patients receiving consolidation immune checkpoint inhibition (CICI). Patients with undetectable ctDNA after CRT had excellent outcomes whether or not they received CICI. Among such patients, one died from CICI-related pneumonitis, highlighting the potential utility of only treating patients with MRD. In contrast, patients with MRD after CRT who received CICI had significantly better outcomes than patients who did not receive CICI. Furthermore, the ctDNA response pattern early during CICI identified patients responding to consolidation therapy. Our results suggest that CICI improves outcomes for NSCLC patients with MRD and that ctDNA analysis may facilitate personalization of consolidation therapy.",Moding EJ; Liu Y; Nabet BY; Chabon JJ; Chaudhuri AA; Hui AB; Bonilla RF; Ko RB; Yoo CH; Gojenola L; Jones CD; He J; Qiao Y; Xu T; Heymach JV; Tsao A; Liao Z; Gomez DR; Das M; Padda SK; Ramchandran KJ; Neal JW; Wakelee HA; Loo BW; Lin SH; Alizadeh AA; Diehn M,Nature cancer,2020,https://pubmed.ncbi.nlm.nih.gov/34505064/,,,"[""Europe PMC"", ""PubMed/MEDLINE""]",pmid:34505064
PubMed/MEDLINE,31692284,31692284,PMC6912064,10.1002/cam4.2632,Serial ultra-deep sequencing of circulating tumor DNA reveals the clonal evolution in non-small cell lung cancer patients treated with anti-PD1 immunotherapy.,"Immune-therapy with anti-PD1 inhibitors, such as pembrolizumab, is revolutionizing the treatment of non-small cell lung cancers (NSCLC). However, identifying patients for the potential therapeutic response and predicting therapy resistance and early relapse remains a challenge. Between 2016 and 2018, 60 patients were treated with pembrolizumab, among who 12 NSCLC patients had both baseline (before treatment) and serial (on treatment) periodical circulating tumor DNA (ctDNA) samples. Those samples were sequenced on a 329 pan cancer-related gene panel. Analyses of tumor burden, blood tumor mutational burden (bTMB), maximum somatic allele frequency (MSAF), and tumor clonal structure were performed in association with clinical response. Candidate resistance mutations involved in relapse and metastases were further investigated. ctDNA was detected and mutational profiling was performed for each patient. Those with a high baseline bTMB level showed significantly improved progression-free survival (PFS) after pembrolizumab treatment. Tumor burden and therapeutic response significantly correlated with the MSAF instead of the bTMB. Clone analysis detected tumor progression about 2-4 months ahead of computed tomography (CT) scan. One mutation in gene PTCH1 (Protein patched homolog 1) and two acquired anti-PD1 candidate resistance mutations of gene B2M (β2 microglobulin) were identified in association with distant metastasis. The evolutionary tree of a representative patient was also described. This pilot study showed that MSAF could be another good indicator of therapeutic response, and clonal analysis could be clinically useful in monitoring clonal dynamics and detecting remote metastasis and early relapse.",Li L; Wang Y; Shi W; Zhu M; Liu Z; Luo N; Zeng Y; He Y,Cancer medicine,2019,https://pubmed.ncbi.nlm.nih.gov/31692284/,,,"[""Europe PMC"", ""PubMed/MEDLINE""]",pmid:31692284
PubMed/MEDLINE,31518912,31518912,,10.1016/j.lungcan.2019.09.005,Targeted sequencing of plasma cell-free DNA to predict response to PD1 inhibitors in advanced non-small cell lung cancer.,"Tumor mutational burden is an emerging biomarker of response to immune checkpoint inhibitors (ICI), whose clinical adoption is challenging. We hypothesized that targeting limited but relevant genetic alterations in plasma cell-free DNA along with early monitoring may non-invasively predict response to ICI in advanced non-small cell lung cancer (NSCLC). Plasma samples from patients with progressive NSCLC collected before ICI initiation and at 1 month were profiled from responders (R: PFS > 6 months) and non-responders (NR: progressive disease at first evaluation) using amplicon sequencing of hotspots and coding regions from 36 genes. The molecular profile of ctDNA, and its early kinetics were analyzed. 97 patients were analyzed, of which 86 (39 R, 47 NR) were evaluable. Alterations in ctDNA were detectable in 67/86 baseline samples (78%). The detection of a targetable oncogenic driver was associated with a 2 months PFS. The presence of a PTEN or STK11 mutation was correlated with early progression (HR 8.9, p = 0.09 for PTEN, HR 4.7, p = 0.003 for STK11), while transversion mutations (Tv) in KRAS and TP53 predicted better outcomes (HR 0.36, p = 0.011 for TP53 Tv; HR 0.46, p = 0.11 for KRAS Tv). Patients with a low ""immune score"" (driver and/or PTEN or STK11 mutation and/or without KRAS or TP53 Tv) derived poor outcomes (median PFS 2 months), compared with patients with a high immune score (no driver, no PTEN or STK11 and with KRAS or TP53 Tv (median PFS 14 months, p = 0.0001, HR 2.96). Early changes in the ctDNA allele fraction (AF) of 65 specimens were correlated with clinical outcomes (14 months PFS if AF decreases vs. 2 months if AF increases, p < 0.0001). Targeted sequencing of plasma ctDNA and monitoring its early variations can predict response to ICI.",Guibert N; Jones G; Beeler JF; Plagnol V; Morris C; Mourlanette J; Delaunay M; Keller L; Rouquette I; Favre G; Pradines A; Mazieres J,"Lung cancer (Amsterdam, Netherlands)",2019,https://pubmed.ncbi.nlm.nih.gov/31518912/,,,"[""Europe PMC"", ""PubMed/MEDLINE""]",pmid:31518912
PubMed/MEDLINE,30541742,30541742,PMC6432636,10.1158/0008-5472.can-18-1127,Dynamics of Tumor and Immune Responses during Immune Checkpoint Blockade in Non-Small Cell Lung Cancer.,"Despite the initial successes of immunotherapy, there is an urgent clinical need for molecular assays that identify patients more likely to respond. Here, we report that ultrasensitive measures of circulating tumor DNA (ctDNA) and T-cell expansion can be used to assess responses to immune checkpoint blockade in metastatic lung cancer patients (N = 24). Patients with clinical response to therapy had a complete reduction in ctDNA levels after initiation of therapy, whereas nonresponders had no significant changes or an increase in ctDNA levels. Patients with initial response followed by acquired resistance to therapy had an initial drop followed by recrudescence in ctDNA levels. Patients without a molecular response had shorter progression-free and overall survival compared with molecular responders [5.2 vs. 14.5 and 8.4 vs. 18.7 months; HR 5.36; 95% confidence interval (CI), 1.57-18.35; P = 0.007 and HR 6.91; 95% CI, 1.37-34.97; P = 0.02, respectively], which was detected on average 8.7 weeks earlier and was more predictive of clinical benefit than CT imaging. Expansion of T cells, measured through increases of T-cell receptor productive frequencies, mirrored ctDNA reduction in response to therapy. We validated this approach in an independent cohort of patients with early-stage non-small cell lung cancer (N = 14), where the therapeutic effect was measured by pathologic assessment of residual tumor after anti-PD1 therapy. Consistent with our initial findings, early ctDNA dynamics predicted pathologic response to immune checkpoint blockade. These analyses provide an approach for rapid determination of therapeutic outcomes for patients treated with immune checkpoint inhibitors and have important implications for the development of personalized immune targeted strategies.Significance: Rapid and sensitive detection of circulating tumor DNA dynamic changes and T-cell expansion can be used to guide immune targeted therapy for patients with lung cancer.See related commentary by Zou and Meyerson, p. 1038.",Anagnostou V; Forde PM; White JR; Niknafs N; Hruban C; Naidoo J; Marrone K; Sivakumar IKA; Bruhm DC; Rosner S; Phallen J; Leal A; Adleff V; Smith KN; Cottrell TR; Rhymee L; Palsgrove DN; Hann CL; Levy B; Feliciano J; Georgiades C; Verde F; Illei P; Li QK; Gabrielson E; Brock MV; Isbell JM; Sauter JL; Taube J; Scharpf RB; Karchin R; Pardoll DM; Chaft JE; Hellmann MD; Brahmer JR; Velculescu VE,Cancer research,2019,https://pubmed.ncbi.nlm.nih.gov/30541742/,,,"[""Europe PMC"", ""PubMed/MEDLINE""]",pmid:30541742
PubMed/MEDLINE,29330207,29330207,PMC5899677,10.1158/1078-0432.ccr-17-1341,Early Assessment of Lung Cancer Immunotherapy Response via Circulating Tumor DNA.,"Purpose: Decisions to continue or suspend therapy with immune checkpoint inhibitors are commonly guided by tumor dynamics seen on serial imaging. However, immunotherapy responses are uniquely challenging to interpret because tumors often shrink slowly or can appear transiently enlarged due to inflammation. We hypothesized that monitoring tumor cell death in real time by quantifying changes in circulating tumor DNA (ctDNA) levels could enable early assessment of immunotherapy efficacy.Experimental Design: We compared longitudinal changes in ctDNA levels with changes in radiographic tumor size and with survival outcomes in 28 patients with metastatic non-small cell lung cancer (NSCLC) receiving immune checkpoint inhibitor therapy. CtDNA was quantified by determining the allele fraction of cancer-associated somatic mutations in plasma using a multigene next-generation sequencing assay. We defined a ctDNA response as a >50% decrease in mutant allele fraction from baseline, with a second confirmatory measurement.Results: Strong agreement was observed between ctDNA response and radiographic response (Cohen's kappa, 0.753). Median time to initial response among patients who achieved responses in both categories was 24.5 days by ctDNA versus 72.5 days by imaging. Time on treatment was significantly longer for ctDNA responders versus nonresponders (median, 205.5 vs. 69 days; P < 0.001). A ctDNA response was associated with superior progression-free survival [hazard ratio (HR), 0.29; 95% CI, 0.09-0.89; P = 0.03], and superior overall survival (HR, 0.17; 95% CI, 0.05-0.62; P = 0.007).Conclusions: A drop in ctDNA level is an early marker of therapeutic efficacy and predicts prolonged survival in patients treated with immune checkpoint inhibitors for NSCLC. Clin Cancer Res; 24(8); 1872-80. ©2018 AACR.",Goldberg SB; Narayan A; Kole AJ; Decker RH; Teysir J; Carriero NJ; Lee A; Nemati R; Nath SK; Mane SM; Deng Y; Sukumar N; Zelterman D; Boffa DJ; Politi K; Gettinger SN; Wilson LD; Herbst RS; Patel AA,Clinical cancer research : an official journal of the American Association for Cancer Research,2018,https://pubmed.ncbi.nlm.nih.gov/29330207/,,,"[""Europe PMC"", ""PubMed/MEDLINE""]",pmid:29330207
PubMed/MEDLINE,28445137,28445137,PMC5514971,10.18632/oncotarget.16935,Monitoring of KRAS-mutated ctDNA to discriminate pseudo-progression from true progression during anti-PD-1 treatment of lung adenocarcinoma.,"Pseudo-progression is a rare but worrying situation for both clinicians and patients during immunotherapy. Dedicated ir-RECIST criteria have been established to improve this situation. However, this can be sometimes considered inadequate and patients experiencing true progression may then receive inefficient treatments. Additional reliable tools to discriminate pseudo from true progression are thus needed. So far, no biomarker has been identified to distinguish pseudo from true progression. We hypothesize that biomarkers associated with the molecular characteristics of the tumor may be of interest. To avoid a tumor re-biopsy, circulating markers appear to be a less invasive and reproducible procedure. As ctDNA kinetics correlate with the response to treatment in KRAS-mutated adenocarcinoma, we anticipated that this analysis could be of interest. We monitored the level of KRAS-mutated ctDNA by digital droplet PCR in serial plasma samples from two patients who had experienced pseudo-progression and compared the variations with those from of a patient that had true progression. ctDNA showed rapid and dramatic decreases in pseudo-progressive patients, whereas it was strongly increased in the progressive patient. ddPCR of ctDNA may thus be an additional tool to discriminate pseudo-progression from true progression for tumors that harbor an oncogenic addiction.",Guibert N; Mazieres J; Delaunay M; Casanova A; Farella M; Keller L; Favre G; Pradines A,Oncotarget,2017,https://pubmed.ncbi.nlm.nih.gov/28445137/,,,"[""PubMed/MEDLINE""]",pmid:28445137
Europe PMC,PPR1268390,,,10.64898/2026.02.18.26346415,Landmark ctDNA molecular response represents an early predictor of immunotherapy outcomes in lung cancer: A clinical utility study,"<h4>Purpose</h4>  Circulating tumor DNA (ctDNA) analyses are informative as an early indicator of immunotherapy response in advanced non-small cell lung cancer (NSCLC); however, the clinical value of ctDNA molecular response requires further validation. <h4>Patients and Methods</h4>  As part of a prospective clinical protocol (  NCT05995821 ), we conducted targeted error-correction sequencing of ctDNA (n=328) and matched WBC DNA (n=109) from 109 patients with metastatic NSCLC who received anti-PD-(L)1 either as monotherapy or in combination. Following cellular origin resolution of 2,818 variants, landmark molecular response (mR) was defined as undetectable ctDNA within 3-9 weeks of treatment initiation.  <h4>Results</h4>  Pre-treatment ctDNA burden, but not blood tumor mutation burden, predicted survival. Implementing a tumor-naïve WBC DNA-informed approach increased the number of evaluable cases without compromising the overall accuracy of landmark ctDNA molecular responses. A direct comparison of single-timepoint on-therapy ctDNA assessment with ctDNA dynamics from baseline to the 3-9-week interval, along with an analysis of heterogeneity in molecular response within the 3-9-week window, showed that undetectable ctDNA at the landmark timepoint can effectively predict survival outcomes. A significant enrichment in landmark ctDNA mR was noted among patients with progression-free survival (PFS) ≥6 months with immunotherapy (p=2.5e-05) and chemo-immunotherapy (p=0.02). Patients in the landmark mR group had longer progression-free (p=1.6e-06) and overall survival (p=2.5e-05) than those with molecular progression. <h4>Conclusions</h4>  Landmark ctDNA molecular response provides a real-time, accurate approach for monitoring immunotherapy clinical outcomes. Although not currently validated for regulatory use, these findings demonstrate the potential utility of ctDNA as an early endpoint in clinical trials. <h4>Translational Relevance</h4>  Employing circulating tumor DNA (ctDNA) dynamics as an early indicator of immunotherapy response requires a roadmap for the next-generation sequencing approach, definition of molecular response and establishment of its clinical sensitivity. In this study, we introduce the concept of a landmark ctDNA molecular response, determined 3-9 weeks after initiation of immunotherapy, that maximizes the number of evaluable patients without sacrificing the specificity of the approach. Notably, when evaluating heterogeneity in ctDNA detection within the landmark 3-9-week window and assessing the impact of landmark interval dynamics on survival, we found that a single ctDNA assessment performed similarly to multiple ctDNA measurements within the landmark window (most notably, regardless of whether the timepoints were concordant or discordant). Our findings demonstrate that a single assessment of early on-therapy landmark ctDNA molecular response, can identify patients at risk of disease progression and enable future intervention and therapy optimization.","Niknafs N, Sivapalan L, Balan A, Wehr J, Pereira G, Hosseini-Nami S, Rao N, Jolly S, Velliangiri K, Beadles I, Loftus T, Chesnick B, Medina J, Xiao W, Pabani A, Marrone KA, Li QK, Murray JC, Rinaldi L, Dracopoli NC, Sausen M, Hann CL, Scott SC, Feliciano J, Lam VK, Levy B, Velculescu VE, Brahmer JR, Forde PM, Vellanki PJ, Anagnostou V.",,2026,https://europepmc.org/article/PPR/PPR1268390,,,"[""Europe PMC""]",doi:10.64898/2026.02.18.26346415
Europe PMC,41638870,41638870,PMC12878408,10.1136/jitc-2025-014098,"Neoadjuvant chemoimmunotherapy in non-small cell lung cancer: evolving resectability criteria, biomarker-driven postoperative management, and emerging therapeutic strategies.","Neoadjuvant chemoimmunotherapy (chemo-IO) has fundamentally reshaped the treatment paradigm for resectable non-small cell lung cancer (NSCLC), challenging long-held surgical boundaries and redefining what constitutes ""resectable"" disease. Trials such as CheckMate-816, KEYNOTE-671, and AEGEAN have demonstrated that integrating immune checkpoint blockade with chemotherapy yields unprecedented rates of pathological response and event-free survival, positioning chemo-IO as the new global standard for stage IB-IIIA NSCLC. Yet these advances bring new complexities; how do we define resectability in an era of immunotherapeutic downstaging, and how should multidisciplinary teams adapt to evolving biology? Traditional radiological and anatomic criteria now sit alongside immune-mediated regression and circulating tumor DNA (ctDNA) kinetics as measures of treatment success. ctDNA clearance and pathological response serve as powerful surrogates for long-term survival, with ongoing studies such as MERMAID-1/2 exploring their potential to guide adjuvant therapy and spare overtreatment. The modern challenge lies in integrating these biomarkers into surgical decision-making and developing standardized, biology-informed resectability frameworks. Future progress will depend on close collaboration between surgeons, oncologists, and translational scientists to expand surgical candidacy safely and define the next generation of curative strategies in lung cancer.","Patel A, Wakeam E, Josephides E, Lampridis S, Karapanagiotou E, Middleton G, Naidu B, De Perrot M, Bille A.",,2026,https://europepmc.org/article/MED/41638870,,,"[""Europe PMC""]",pmid:41638870
